sequence,variable,value
888,param_80,-0.0187
889,param_80,-0.021
890,param_80,-0.0262
891,param_80,-0.0195
892,param_80,0.0302
893,param_80,-0.0227
894,param_80,-0.0409
895,param_80,-0.0355
896,param_80,-0.0258
897,param_80,-0.0276
898,param_80,-0.0108
899,param_80,-0.0202
900,param_80,-0.0097
901,param_80,-0.0197
902,param_80,-0.0131
903,param_80,-0.0401
904,param_80,0.0404
905,param_80,0.0251
906,param_80,0.0239
907,param_80,-0.0127
908,param_80,-0.0109
909,param_80,-0.0269
910,param_80,0.0008
911,param_80,-0.0068
912,param_80,0.0095
913,param_80,-0.0052
914,param_80,-0.0314
915,param_80,-0.0164
916,param_80,-0.0209
917,param_80,-0.0221
918,param_80,-0.025
919,param_80,-0.029
920,param_80,-0.0015
921,param_80,0.0115
922,param_80,-0.0124
923,param_80,-0.0097
924,param_80,0.0439
925,param_80,-0.0285
926,param_80,-0.0112
927,param_80,0.0041
928,param_80,0.0009
929,param_80,-0.0094
930,param_80,0.0066
931,param_80,0.0306
932,param_80,-0.0064
933,param_80,-0.0301
934,param_80,-0.0042
935,param_80,0.0018
936,param_80,-0.0089
937,param_80,-0.008
938,param_80,-0.0033
939,param_80,-0.0315
940,param_80,-0.0077
941,param_80,0.0005
942,param_80,-0.0163
943,param_80,-0.0124
944,param_80,0.0051
945,param_80,-0.0093
946,param_80,0.0123
947,param_80,-0.0161
948,param_80,0.0304
949,param_80,-0.0012
950,param_80,-0.0404
951,param_80,0.0139
952,param_80,-0.0175
953,param_80,0.003
954,param_80,-0.0131
955,param_80,-0.0107
956,param_80,-0.0304
957,param_80,-0.0055
958,param_80,-0.0151
959,param_80,-0.0154
960,param_80,-0.0149
961,param_80,-0.0248
962,param_80,0.0046
963,param_80,0.0031
964,param_80,-0.0243
965,param_80,-0.0249
966,param_80,-0.0176
967,param_80,-0.0063
968,param_80,-0.0166
969,param_80,0.009
970,param_80,-0.0188
971,param_80,0.0144
972,param_80,-0.0265
973,param_80,0.0039
974,param_80,0.0496
975,param_80,0.0255
976,param_80,-0.0282
977,param_80,-0.0203
978,param_80,-0.026
979,param_80,0.0364
980,param_80,-0.0204
981,param_80,-0.0228
982,param_80,-0.0115
983,param_80,-0.0168
984,param_80,-0.0206
985,param_80,-0.0219
986,param_80,-0.032
987,param_80,-0.0057
988,param_80,-0.0335
989,param_80,-0.0124
990,param_80,0.0127
991,param_80,-0.0221
992,param_80,-0.031
993,param_80,-0.0271
994,param_80,-0.018
995,param_80,-0.0201
996,param_80,-0.0438
997,param_80,-0.0248
998,param_80,-0.0527
999,param_80,-0.0231
1000,param_80,-0.0119
1001,param_80,-0.0217
1002,param_80,-0.006
1003,param_80,-0.005
1004,param_80,-0.0108
1005,param_80,-0.017
1006,param_80,-0.0132
1007,param_80,-0.0305
1121,param_83,8.5477
1122,param_83,7.6564
1123,param_83,7.0652
1124,param_83,7.0563
1125,param_83,7.921
1126,param_83,7.2445
1127,param_83,7.5579
149,param_118,0.5988
150,param_118,0.6109
151,param_118,0.5969
152,param_118,0.607
153,param_118,0.5972
154,param_118,0.5964
155,param_118,0.591
156,param_118,0.5976
157,param_118,0.5956
158,param_118,0.598
159,param_118,0.6
160,param_118,0.5955
161,param_118,0.5954
425,param_125,1.343
426,param_125,1.343
427,param_125,1.343
428,param_125,1.343
429,param_125,1.078
430,param_125,1.343
431,param_125,1.343
432,param_125,1.078
433,param_125,1.078
434,param_125,1.078
435,param_125,1.078
436,param_125,1.078
437,param_125,0.9413
438,param_125,0.9413
439,param_125,0.9413
440,param_125,0.9413
441,param_125,0.9413
442,param_125,1.248
443,param_125,1.196
444,param_125,1.248
445,param_125,1.248
446,param_125,0.9413
447,param_125,1.196
448,param_125,1.248
449,param_125,1.248
450,param_125,1.343
451,param_125,1.206
452,param_125,1.206
453,param_125,1.206
454,param_125,1.206
455,param_125,1.007
456,param_125,1.182
457,param_125,1.182
458,param_125,1.154
459,param_125,1.154
460,param_125,1.154
461,param_125,1.154
462,param_125,1.154
463,param_125,1.078
464,param_125,1.182
465,param_125,1.078
466,param_125,1.182
467,param_125,1.078
468,param_125,1.116
469,param_125,1.078
470,param_125,1.078
471,param_125,1.154
472,param_125,1.182
473,param_125,1.154
474,param_125,1.276
475,param_125,1.078
476,param_125,1.154
477,param_125,1.154
478,param_125,1.276
479,param_125,1.182
480,param_125,1.135
481,param_125,1.116
482,param_125,1.182
483,param_125,1.116
484,param_125,1.182
485,param_125,1.276
486,param_125,1.135
487,param_125,1.116
488,param_125,1.154
489,param_125,1.135
490,param_125,1.135
491,param_125,1.182
492,param_125,1.201
493,param_125,1.135
494,param_125,1.135
495,param_125,1.116
496,param_125,1.135
497,param_125,1.078
498,param_125,1.116
499,param_125,1.314
500,param_125,1.314
501,param_125,1.276
502,param_125,1.314
503,param_125,1.418
504,param_125,1.314
505,param_125,1.116
506,param_125,1.314
507,param_125,1.314
508,param_125,1.418
509,param_125,1.418
510,param_125,1.078
511,param_125,1.163
512,param_125,1.314
513,param_125,1.163
514,param_125,1.418
515,param_125,1.418
516,param_125,1.541
517,param_125,1.163
518,param_125,1.418
519,param_125,1.541
520,param_125,1.541
521,param_125,1.418
522,param_125,1.314
523,param_125,1.541
524,param_125,1.163
525,param_125,1.418
526,param_125,1.541
527,param_125,1.163
528,param_125,1.541
529,param_125,1.163
530,param_125,1.314
531,param_125,1.163
532,param_125,1.163
533,param_125,1.239
534,param_125,1.541
535,param_125,1.239
536,param_125,1.314
537,param_125,1.239
538,param_125,1.295
539,param_125,1.541
540,param_125,1.163
541,param_125,1.163
542,param_125,1.239
543,param_125,1.541
544,param_125,1.376
545,param_125,1.399
546,param_125,1.376
547,param_125,1.399
548,param_125,1.399
549,param_125,1.399
550,param_125,1.541
551,param_125,1.376
552,param_125,1.399
553,param_125,1.399
554,param_125,1.376
555,param_125,1.338
556,param_125,1.399
557,param_125,1.338
558,param_125,1.447
559,param_125,1.399
560,param_125,1.447
561,param_125,1.04
562,param_125,1.04
563,param_125,1.338
564,param_125,1.376
565,param_125,1.399
566,param_125,0.9649
567,param_125,1.447
568,param_125,1.239
569,param_125,1.04
570,param_125,1.376
571,param_125,0.9649
572,param_125,1.399
573,param_125,1.239
574,param_125,1.04
575,param_125,1.447
576,param_125,1.338
577,param_125,0.9649
578,param_125,0.9649
579,param_125,1.447
580,param_125,1.376
581,param_125,0.9649
582,param_125,1.447
583,param_125,1.135
584,param_125,0.9649
585,param_125,0.9649
586,param_125,0.9271
587,param_125,0.9271
588,param_125,1.376
589,param_125,0.9271
590,param_125,0.9649
591,param_125,1.239
592,param_125,0.9271
593,param_125,1.116
594,param_125,1.239
595,param_125,1.447
596,param_125,1.447
597,param_125,0.9649
598,param_125,1.447
599,param_125,1.239
600,param_125,0.9271
601,param_125,1.447
602,param_125,1.338
603,param_125,0.8845
604,param_125,0.8845
605,param_125,1.338
606,param_125,0.8845
607,param_125,0.8845
608,param_125,0.8845
609,param_125,1.418
610,param_125,0.8845
611,param_125,0.9649
612,param_125,0.946
613,param_125,0.946
614,param_125,0.9176
615,param_125,1.295
616,param_125,0.9176
617,param_125,0.946
618,param_125,0.9176
619,param_125,0.9176
620,param_125,0.9176
621,param_125,0.9176
622,param_125,0.9649
623,param_125,1.295
624,param_125,0.9649
625,param_125,0.9554
626,param_125,0.9649
627,param_125,1.068
628,param_125,0.9554
629,param_125,0.9649
630,param_125,1.068
631,param_125,1.48
632,param_125,1.068
633,param_125,1.068
634,param_125,1.021
635,param_125,1.068
636,param_125,1.068
637,param_125,0.9602
638,param_125,0.9554
639,param_125,0.9602
640,param_125,0.9602
641,param_125,0.9554
642,param_125,0.9602
643,param_125,0.9554
644,param_125,0.9554
645,param_125,0.9554
646,param_125,0.9602
647,param_125,0.9791
648,param_125,0.9602
649,param_125,0.9554
650,param_125,0.9602
651,param_125,0.9602
652,param_125,0.9602
653,param_125,0.9602
654,param_125,0.9602
655,param_125,0.9649
656,param_125,0.9602
657,param_125,0.9838
658,param_125,0.9791
659,param_125,1.021
660,param_125,0.9791
661,param_125,0.9791
662,param_125,0.9838
663,param_125,1.021
664,param_125,0.9507
665,param_125,0.9791
666,param_125,0.9649
667,param_125,0.9791
668,param_125,0.9838
669,param_125,0.9554
670,param_125,0.9602
671,param_125,0.9649
672,param_125,0.9602
673,param_125,0.9507
674,param_125,0.9602
675,param_125,0.9507
676,param_125,0.9791
677,param_125,0.9365
678,param_125,0.9838
679,param_125,0.9507
680,param_125,0.9507
681,param_125,0.9507
682,param_125,0.9507
683,param_125,0.9507
684,param_125,0.9649
685,param_125,0.9507
686,param_125,0.9838
687,param_125,0.9838
688,param_125,0.9507
689,param_125,0.9365
690,param_125,0.9838
691,param_125,0.9365
692,param_125,0.9176
693,param_125,0.9365
694,param_125,0.9791
695,param_125,0.9176
696,param_125,0.9602
697,param_125,0.9365
698,param_125,0.9602
699,param_125,0.9176
700,param_125,1.002
701,param_125,0.9176
702,param_125,0.9176
703,param_125,1.002
704,param_125,0.9176
705,param_125,1.002
706,param_125,0.9602
707,param_125,0.9365
708,param_125,0.9791
709,param_125,1.002
710,param_125,0.9176
711,param_125,0.9933
773,param_118,0.5938
774,param_118,0.5974
775,param_118,0.5934
776,param_118,0.6012
777,param_118,0.5901
778,param_118,0.6079
779,param_118,0.6047
1103,param_82,0.0004
1104,param_82,0.0131
1105,param_82,0.105
1106,param_82,0.0472
1107,param_82,-0.0052
1108,param_82,0.0174
1109,param_82,0.0206
1110,param_82,0.0435
1111,param_82,-0.0221
1112,param_82,0.0587
1113,param_82,0.1257
1114,param_82,0.0031
1115,param_82,0.0018
1116,param_82,0.0059
1117,param_82,-0.0158
1356,param_80,0.002
1357,param_80,0.0092
1358,param_80,0.011
1359,param_80,0.0417
1360,param_80,0.023
1361,param_80,0.0136
1362,param_80,0.0086
1363,param_80,0.0142
1364,param_80,0.0098
1365,param_80,-0.0082
1366,param_80,0.0112
1367,param_80,0.0001
1368,param_80,-0.0032
1369,param_80,0.0048
1370,param_80,0.0148
1371,param_80,0.0219
1372,param_80,0.0104
1373,param_80,0.0004
1374,param_80,0.002
1375,param_80,-0.0069
1376,param_80,0.0261
1377,param_80,0.0033
1378,param_80,0.0133
1379,param_80,0.0219
1380,param_80,0.022
1381,param_80,-0.0007
1382,param_80,0.0306
1383,param_80,-0.0044
1384,param_80,-0.0009
1385,param_80,0.0188
1386,param_80,0.0047
1387,param_80,0.0061
1388,param_80,-0.0063
1389,param_80,-0.0228
1390,param_80,-0.0164
1391,param_80,-0.029
1392,param_80,-0.0035
1393,param_80,-0.0053
1394,param_80,-0.0105
1395,param_80,0.0054
1396,param_80,0.024
1397,param_80,-0.0034
1398,param_80,0.0132
1399,param_80,0.0114
1400,param_80,-0.0006
1401,param_80,-0.0186
1402,param_80,-0.019
1403,param_80,-0.0059
1404,param_80,0.0233
1405,param_80,0.0291
1406,param_80,0.0173
1407,param_80,-0.006
1408,param_80,-0.0032
1409,param_80,0.0084
1410,param_80,-0.0105
1411,param_80,-0.0245
1412,param_80,0.0039
1413,param_80,-0.0132
1414,param_80,0.0269
1415,param_80,-0.0151
1416,param_80,0.0048
1417,param_80,-0.0133
1418,param_80,0.0186
1419,param_80,-0.0164
1420,param_80,-0.0197
1421,param_80,0.0006
1422,param_80,-0.0298
1423,param_80,-0.0076
1424,param_80,-0.0106
1425,param_80,-0.0159
1426,param_80,-0.0164
1427,param_80,0.0138
1428,param_80,-0.0113
1429,param_80,-0.0267
1430,param_80,-0.0081
1431,param_80,-0.0054
1432,param_80,-0.0053
1433,param_80,-0.0058
1434,param_80,-0.002
1435,param_80,0.0071
1436,param_80,-0.0003
1437,param_80,0.0246
1438,param_80,-0.0072
1439,param_80,0.0149
1440,param_80,-0.0046
1441,param_80,0.0077
1442,param_80,0.0256
1443,param_80,0.0095
1444,param_80,-0.0181
1445,param_80,0.0006
1446,param_80,-0.0076
1447,param_80,-0.0037
1448,param_80,-0.0022
1449,param_80,-0.0035
1450,param_80,-0.0148
1451,param_80,0.0058
1452,param_80,-0.0007
1453,param_80,0.0102
1454,param_80,-0.0028
1455,param_80,0.0144
1456,param_80,-0.0192
1457,param_80,0.0059
1458,param_80,-0.0012
1459,param_80,0.0229
1460,param_80,0.0025
1461,param_80,-0.0175
1462,param_80,-0.0232
1463,param_80,-0.0365
1464,param_80,-0.0186
1465,param_80,-0.0151
1466,param_80,0.0074
1467,param_80,0.004
1468,param_80,-0.0183
1469,param_80,-0.0071
1470,param_80,-0.0293
1471,param_80,-0.0181
1472,param_80,-0.0076
1473,param_80,0.014
1474,param_80,-0.0094
1475,param_80,-0.0321
1476,param_80,0.0035
1477,param_80,-0.0249
1478,param_80,0.0039
1479,param_80,0.0001
1480,param_80,0.0105
1481,param_80,0.0014
1482,param_80,0.0178
1483,param_80,-0.0138
1484,param_80,-0.034
1485,param_80,-0.0177
1486,param_80,-0.0161
1487,param_80,-0.0272
1488,param_80,-0.0179
1489,param_80,-0.019
1490,param_80,-0.0245
1491,param_80,-0.0302
1492,param_80,-0.0317
1493,param_80,-0.0184
1494,param_80,-0.0138
1495,param_80,0.0404
1496,param_80,0.009
1497,param_80,0.0011
1498,param_80,0.0277
1499,param_80,-0.0305
1500,param_80,-0.0149
1501,param_80,-0.0176
1502,param_80,0.0006
1503,param_80,-0.0082
1504,param_80,-0.013
1505,param_80,-0.0348
1506,param_80,-0.0193
1507,param_80,0.011
1508,param_80,-0.0227
1509,param_80,0.0056
1510,param_80,-0.0151
1511,param_80,-0.0235
1512,param_80,0.01
1513,param_80,0.0031
1514,param_80,-0.0081
1515,param_80,0.0152
1516,param_80,-0.0069
1517,param_80,0.0082
1518,param_80,-0.0012
1519,param_80,-0.0014
1520,param_80,0.0114
1521,param_80,-0.0157
1522,param_80,0.0122
1523,param_80,0.0338
1524,param_80,-0.026
1525,param_80,-0.0122
1526,param_80,0.0027
1527,param_80,0.0037
1528,param_80,-0.0432
1529,param_80,-0.0201
1530,param_80,0.0147
1531,param_80,0.0009
1532,param_80,0.0023
1533,param_80,0.021
1534,param_80,0.04
1535,param_80,0.0253
1536,param_80,0.0243
1537,param_80,-0.0104
1538,param_80,0.0337
1539,param_80,0.016
1540,param_80,0.0312
1541,param_80,0.007
1542,param_80,-0.018530784186649385
1543,param_80,-0.018530784186649385
1544,param_80,-0.018530784186649385
1545,param_80,-0.018530784186649385
1546,param_80,-0.018530784186649385
1547,param_80,-0.018530784186649385
1548,param_80,-0.018530784186649385
1549,param_80,-0.018530784186649385
1550,param_80,-0.0116
1551,param_80,-0.018530784186649385
1552,param_80,-0.018530784186649385
1553,param_80,-0.018530784186649385
1554,param_80,-0.018530784186649385
1555,param_80,-0.018530784186649385
1556,param_80,-0.018530784186649385
1557,param_80,-0.018530784186649385
1558,param_80,-0.018530784186649385
1559,param_80,-0.018530784186649385
1560,param_80,-0.018530784186649385
1561,param_80,-0.018530784186649385
1562,param_80,-0.018530784186649385
1563,param_80,-0.018530784186649385
1564,param_80,-0.018530784186649385
1565,param_80,-0.018530784186649385
1566,param_80,-0.018530784186649385
0,param_81,-0.0567
1,param_81,-0.0377
2,param_81,-0.0182
3,param_81,0.0028
4,param_81,-0.0123
5,param_81,-0.0111
6,param_81,-0.0281
7,param_81,0.0004
8,param_81,-0.0251
9,param_81,-0.0375
10,param_81,0.0011
11,param_81,-0.0261
12,param_81,-0.0119
13,param_81,-0.0646
14,param_81,-0.016
15,param_81,-0.0144
16,param_81,-0.0394
17,param_81,-0.0291
18,param_81,-0.0344
19,param_81,-0.0111
20,param_81,-0.0458
21,param_81,-0.0309
22,param_81,-0.039
23,param_81,-0.0162
24,param_81,-0.0101
25,param_81,-0.0219
26,param_81,-0.0387
27,param_81,-0.0076
28,param_81,0.0061
29,param_81,-0.0399
30,param_81,-0.0203
31,param_81,-0.0106
32,param_81,-0.0199
33,param_81,-0.0403
34,param_81,-0.01
35,param_81,-0.0446
36,param_81,-0.0336
37,param_81,-0.0384
38,param_81,-0.0079
39,param_81,-0.068
40,param_81,-0.0051
41,param_81,0.001
42,param_81,-0.0095
43,param_81,-0.0012
44,param_81,-0.0091
45,param_81,-0.0222
46,param_81,-0.0261
47,param_81,-0.014
48,param_81,-0.0296
49,param_81,-0.0127
50,param_81,-0.023
51,param_81,-0.0137
52,param_81,-0.0208
53,param_81,-0.0184
54,param_81,-0.0084
55,param_81,0.001
56,param_81,-0.0109
57,param_81,-0.0037
58,param_81,-0.0003
59,param_81,-0.0449
60,param_81,-0.0112
61,param_81,-0.0142
62,param_81,0.0088
63,param_81,-0.0209
64,param_81,-0.0233
65,param_81,-0.0317
66,param_81,-0.0229
67,param_81,-0.012
68,param_81,-0.0243
69,param_81,0.0025
70,param_81,-0.0556
71,param_81,-0.0193
72,param_81,-0.0233
73,param_81,-0.0206
74,param_81,-0.0129
75,param_81,-0.0303
76,param_81,-0.0305
77,param_81,-0.009
78,param_81,-0.0139
79,param_81,-0.0161
80,param_81,-0.0439
81,param_81,0.002
82,param_81,-0.0216
83,param_81,-0.0551
84,param_81,-0.0034
85,param_81,-0.0415
86,param_81,-0.0471
87,param_81,-0.0301
88,param_81,-0.0092
196,param_84,0.1358
197,param_84,0.1254
198,param_84,0.1291
199,param_84,0.134
200,param_84,0.1252
201,param_84,0.1345
202,param_84,0.1351
203,param_84,0.1314
719,param_125,0.9933
720,param_125,0.9933
721,param_125,0.9365
722,param_125,0.9554
723,param_125,0.9365
724,param_125,0.9365
725,param_125,0.9365
726,param_125,1.045
727,param_125,0.9365
728,param_125,0.9365
729,param_125,0.9365
730,param_125,0.9365
731,param_125,0.946
162,param_118,0.5957
163,param_118,0.5919
164,param_118,0.5927
165,param_118,0.597
166,param_118,0.5912
167,param_118,0.6016
168,param_118,0.601
169,param_118,0.6021
170,param_118,0.598
171,param_118,0.5903
172,param_118,0.5996
173,param_118,0.5892
174,param_118,0.5947
175,param_118,0.598
176,param_118,0.5863
177,param_118,0.5868
178,param_118,0.5956
179,param_118,0.5946
180,param_118,0.5972
181,param_118,0.5988
182,param_118,0.5861
183,param_118,0.5996
184,param_118,0.5995
185,param_118,0.6023
186,param_118,0.58
187,param_118,0.5811
188,param_118,0.5975
189,param_118,0.5888
190,param_118,0.5962
191,param_118,0.5974
192,param_118,0.5941
193,param_118,0.5769
194,param_118,0.595
195,param_118,0.599
196,param_118,0.6027
197,param_118,0.5993
198,param_118,0.6043
199,param_118,0.5994
200,param_118,0.5991
201,param_118,0.5898
202,param_118,0.5992
203,param_118,0.5889
204,param_118,0.5915
205,param_118,0.5969
206,param_118,0.6056
207,param_118,0.6007
208,param_118,0.6034
209,param_118,0.594
210,param_118,0.5956
211,param_118,0.5989
212,param_118,0.5931
213,param_118,0.5936
214,param_118,0.5934
215,param_118,0.5978
216,param_118,0.5989
217,param_118,0.5795
218,param_118,0.5929
219,param_118,0.5952
220,param_118,0.5913
221,param_118,0.6002
222,param_118,0.5858
223,param_118,0.5965
224,param_118,0.5975
225,param_118,0.6027
226,param_118,0.5999
227,param_118,0.5997
228,param_118,0.5967
229,param_118,0.5969
230,param_118,0.6
231,param_118,0.5969
232,param_118,0.5971
233,param_118,0.5933
234,param_118,0.6082
235,param_118,0.5846
236,param_118,0.5948
237,param_118,0.6021
238,param_118,0.5935
239,param_118,0.6038
240,param_118,0.5989
241,param_118,0.5911
242,param_118,0.6034
243,param_118,0.5943
244,param_118,0.5954
245,param_118,0.5908
246,param_118,0.5952
247,param_118,0.6038
248,param_118,0.5989
249,param_118,0.5921
250,param_118,0.5887
251,param_118,0.587
252,param_118,0.5972
253,param_118,0.6102
254,param_118,0.6039
255,param_118,0.5984
256,param_118,0.5964
257,param_118,0.5831
258,param_118,0.6041
259,param_118,0.6014
260,param_118,0.5954
261,param_118,0.6033
262,param_118,0.5955
263,param_118,0.6032
264,param_118,0.61
265,param_118,0.6037
266,param_118,0.5931
267,param_118,0.6041
268,param_118,0.6026
269,param_118,0.6051
270,param_118,0.5892
271,param_118,0.5935
272,param_118,0.5861
273,param_118,0.6066
274,param_118,0.5925
275,param_118,0.604
276,param_118,0.5939
277,param_118,0.6006
278,param_118,0.609
279,param_118,0.5915
280,param_118,0.595
281,param_118,0.6028
282,param_118,0.6107
283,param_118,0.6043
284,param_118,0.6032
285,param_118,0.6101
286,param_118,0.5973
287,param_118,0.6062
288,param_118,0.5957
289,param_118,0.5923
290,param_118,0.6017
291,param_118,0.5936
292,param_118,0.6015
293,param_118,0.5992
294,param_118,0.5996
295,param_118,0.6013
296,param_118,0.5972
297,param_118,0.5989
298,param_118,0.6017
299,param_118,0.5965
300,param_118,0.5931
301,param_118,0.5973
302,param_118,0.6025
303,param_118,0.599
304,param_118,0.6035
305,param_118,0.597
306,param_118,0.6
307,param_118,0.5968
308,param_118,0.6008
309,param_118,0.5945
310,param_118,0.6053
311,param_118,0.6021
312,param_118,0.6018
313,param_118,0.6028
314,param_118,0.6017
315,param_118,0.6009
316,param_118,0.6028
317,param_118,0.6019
318,param_118,0.6041
319,param_118,0.6039
320,param_118,0.5941
321,param_118,0.6044
322,param_118,0.6045
323,param_118,0.6004
324,param_118,0.6009
325,param_118,0.599
326,param_118,0.5981
327,param_118,0.604
328,param_118,0.6
329,param_118,0.6007
330,param_118,0.6007
331,param_118,0.6078
332,param_118,0.6031
333,param_118,0.6039
334,param_118,0.5944
335,param_118,0.5991
336,param_118,0.6013
337,param_118,0.6019
338,param_118,0.6025
339,param_118,0.6005
340,param_118,0.5958
341,param_118,0.6053
342,param_118,0.5959
343,param_118,0.5974
344,param_118,0.5881
345,param_118,0.6012
346,param_118,0.6024
347,param_118,0.5996
348,param_118,0.613
349,param_118,0.6099
350,param_118,0.5972
351,param_118,0.5987
352,param_118,0.6124
353,param_118,0.5964
354,param_118,0.604
355,param_118,0.6082
356,param_118,0.6011
357,param_118,0.6035
358,param_118,0.5993
359,param_118,0.6029
360,param_118,0.6022
361,param_118,0.5979
